domain,category,source_query,first_impression
mentalcoaching.nl,C11,mental coach blog NL stress werknemer,Praktijk gericht op stress en vastlopen op werk - aansluitend doelgroep.
hsk.nl,C11,mental coach blog NL stress werknemer,HSK Groep - psychologische zorg en mental coaching voor werknemers met nieuwsblog.
ruudmeulenberg.nl,C11,mental coach blog NL stress werknemer,Coachingpraktijk met dedicated werkgeverssectie en blogs over burn-out coaching.
burnoutpreventienederland.nl,C11,mental coach blog NL stress werknemer,Burn-outpreventieplatform - directe doelgroep voor zenuwstelsel-regulatie content.
samennaarresultaat.nl,C11,mental coach blog NL stress werknemer,Coach voor leidinggevenden met werkstresscontent - past bij HR-thema.
mijnbedrijfszorg.nl,C11,mental coach blog NL stress werknemer,Bedrijfszorgplatform met mentaal welzijn voor medewerkers - aansluitende B2B-context.
koningscoaching.nl,C11,psychosomatiek blog Nederland werk gezondheid,Coachingsblog met expliciete psychosomatiek-uitleg.
bewegennaargezondheid.nl,C11,psychosomatiek blog Nederland werk gezondheid,Psychosomatische fysiotherapiepraktijk met blog - vakgenoot mogelijk waardevol als peer.
brainnetwork.nl,C11,psychosomatiek blog Nederland werk gezondheid,Psychologie-blog over breinwerking - dichtbij zenuwstelselthema.
gevoelszaken.nl,C11,mental coach blog NL stress werknemer,Coachingsblog rond gevoel en stress.
bolsterkracht.nl,C11,coach federatie Nederland blog,Coachingbureau met blogs over coachstandaarden.
jehcoaching.nl,C11,coach federatie Nederland blog,Coachingsblog met inhoudelijke artikelen over ICF en coachvak.
therapoint.nl,C11,coach federatie Nederland blog,Coach- en therapeutenplatform met blog over coachvak en tarieven.
skipr.nl,C12,Skipr blog Nederland gastauteur zorg,Toonaangevend zorgnieuwsplatform met blogsectie open voor experts in zorgsector.
zorgvisie.nl,C12,Zorgvisie artikel werkgever zorg verzuim,Vakblad management zorg met dedicated verzuimartikelen voor werkgevers.
medischcontact.nl,C12,Medisch Contact werkgever sectie blog,Vakblad voor artsen met opinie/blog sectie - relevant voor bedrijfsartsenpitch.
nationalezorggids.nl,C12,Nationale Zorggids artikel insturen,Zorgnieuwsplatform met betaalde maar laagdrempelige gastblogoptie voor professionals.
zorggidsnederland.nl,C12,Nationale Zorggids artikel insturen,Alternatieve zorgportal met artikelsectie.
nlzorgnieuws.nl,C12,Nationale Zorggids artikel insturen,Nieuwsportal over zorg NL - mogelijk kanaal voor branchecontent.
zorgwelzijn.nl,C12,Zorg en Welzijn vakblad publicatie auteur,Vakblad Zorg+Welzijn voor sociaal-zorgprofessionals met magazine en webartikelen.
fmtgezondheidszorg.nl,C12,zorgmagazine vakblad B2B Nederland,Crossmediaal kennisplatform technologie en huisvesting in zorg B2B.
icthealth.nl,C12,ICT Health Nederland artikel insturen,Vakblad zorginnovatie met laagdrempelig contact voor gastartikelen via redactie.
bouwenaandezorg.eu,C12,zorgmagazine vakblad B2B Nederland,Vakblad bouw en huisvesting zorg - minder direct relevant maar B2B-zorgkanaal.
zorginstituutnederland.nl,C12,zorgmagazine vakblad B2B Nederland,Officieel Zorginstituut met magazine - autoriteitsplatform.
qruxx.com,C12,Qruxx Zorg artikel publicatie,Kennisplatform passende zorg (geintegreerd met Zorgvisie) met openheid voor inhoudelijke bijdragen.
overkwaliteitvanzorg.nl,C12,Qruxx Zorg artikel publicatie,Platform Kwaliteit in Zorg met openbare auteursinformatie voor inzendingen.
sociaalweb.nl,C12,Zorg en Welzijn vakblad publicatie auteur,PONT Zorg & Sociaal kennisplatform met magazines - sociaal-zorgaudience.
health.nl,C12,Zorg en Welzijn vakblad publicatie auteur,Verzamelportal vakbladen zorg.
zorgvoorwerkgeluk.nl,C12,Zorgvisie artikel werkgever zorg verzuim,Platform rond werkgeluk en verzuimreductie in zorg.
bpsw.nl,C12,Zorg en Welzijn vakblad publicatie auteur,Beroepsvereniging Sociaal Werk met vakblad - sociaal-werk context.
arbo-online.nl,C12,arbo online vakblad artikel verzuim preventie,Vakblad Arbo met intensieve verzuim- en preventiecontent voor arbo-professionals.
werkenveiligheid.nl,C12,Werk en Veiligheid kennisplatform RI&E blog,Kennisplatform preventie/RI&E/sociale veiligheid - direct doelgroep arbo/HR.
arboportaal.nl,C12,arboportaal bedrijfsarts publicatie blog,Officieel SZW-portal met magazine en uitgebreid kanaal voor arbo-professionals.
rendement.nl,C12,arbo online vakblad artikel verzuim preventie,Rendement Arbo-vakkanaal voor HR/arbo-professionals.
handboekarbeidengezondheid.nl,C12,vakblad arbeid en gezondheid Nederland,Handboek Arbeid & Gezondheid - autoriteitsbron rond werk-gezondheid.
trimbos.nl,C12,psychosomatiek blog Nederland werk gezondheid,Trimbos-instituut met blog mentale gezondheid en middelengebruik.
vzinfo.nl,C12,vakblad arbeid en gezondheid Nederland,RIVM Volksgezondheid en Zorg info - autoriteitsplatform arbeid/gezondheid.
chro.nl,C12,CHRO Nederland artikel werknemer welzijn,CHRO platform met diepgaande artikelen over mentaal welzijn werknemer voor topleidinggevenden.
avansplus.nl,C13,Avans HR blog opleiding HRM,Avans+ post-bachelor HRM-blog met praktijkartikelen over HR-vakgebied.
habeoplus.nl,C13,master HRM blog Nederland onderzoek werk,Habeo+ (Avans-gerelateerd) blog met HRM-masterthema's.
avans.nl,C13,Avans HR blog opleiding HRM,Avans Hogeschool met HRM-opleiding - mogelijk kanaal via lectoraten/blogs.
hogeschoolrotterdam.nl,C13,Hogeschool Rotterdam HRM blog,Hogeschool Rotterdam met HRM-opleiding en nieuwskanalen.
profielen.hr.nl,C13,Hogeschool Rotterdam HRM blog,Onafhankelijk nieuws Hogeschool Rotterdam met blogsectie.
han.nl,C13,HAN HRM lectoraat blog publicatie,HAN lectoraat HRM en lectoraat Arbeid & Gezondheid - directe inhoudelijke match.
hva.nl,C13,master HRM blog Nederland onderzoek werk,Hogeschool van Amsterdam met HRM opleiding en onderzoekspublicaties.
loi.nl,C13,master HRM blog Nederland onderzoek werk,LOI HRM-master - opleider met content over HRM.
nti.nl,C13,master HRM blog Nederland onderzoek werk,NTI Master HRM - opleider met blog-/contentcontext.
ncoi.nl,C13,HR opleiding blog Nederland kennisplatform,NCOI HR/HRM-opleidingen met blogs en artikelen voor HR-professionals.
imkopleidingen.nl,C13,HR opleiding blog Nederland kennisplatform,IMK opleidingen HR met themapagina blogs en podcasts.
isbw.nl,C13,HR opleiding blog Nederland kennisplatform,ISBW HRM-opleider met blog over korte HRM-trainingen.
hracademy.nl,C13,HR opleiding blog Nederland kennisplatform,HR Academy opleider HR-professionals met contentpotentie.
nyenrode.nl,C13,HR opleiding blog Nederland kennisplatform,Nyenrode executive HR & verandermanagement - autoriteitsplatform academisch HR.
pwnet.nl,C13,PW.nl HR vakblad gastartikel,PW vakblad voor HR-professionals - mogelijkheid tot bijdragen via vakbase.
xperthractueel.nl,C13,XpertHR Nederland gastauteur HR vakblad,XpertHR Actueel accepteert gastblogs via redactie@xperthractueel.nl - laagdrempelig.
xperthr.nl,C13,XpertHR Nederland gastauteur HR vakblad,XpertHR kennisbank HR met publicaties en persberichten.
tijdschriftvoorhrm.nl,C13,Tijdschrift voor HRM gastauteur artikel,Wetenschappelijk-praktisch HRM-tijdschrift met auteursrichtlijnen - hoge autoriteit.
buddee.nl,C13,HR opleiding blog Nederland kennisplatform,HR-blog van BuddeeHR met overzichten van kennisplatforms - mogelijk kanaal.
allesoverhr.nl,C13,Tijdschrift voor HRM gastauteur artikel,Platform Alles over HR met expertcontent - HR-doelgroep.
